IPR011545	DEAD/DEAH box helicase domain
IPR000922	D-galactoside/L-rhamnose binding SUEL lectin domain
IPR001117	Multicopper oxidase, type 1
IPR011706	Multicopper oxidase, type 2
IPR015939	Fumarate reductase/succinate dehydrogenase flavoprotein-like, C-terminal
IPR003953	FAD-dependent oxidoreductase 2, FAD binding domain
IPR005288	L-aspartate oxidase
IPR000757	Glycoside hydrolase family 16
IPR000757	Glycoside hydrolase family 16
IPR010713	Xyloglucan endo-transglycosylase, C-terminal
IPR020040	Ribosomal protein L6, alpha-beta domain
IPR020040	Ribosomal protein L6, alpha-beta domain
IPR019906	Ribosomal protein L6, bacterial-type
IPR019906	Ribosomal protein L6, bacterial-type
IPR019906	Ribosomal protein L6, bacterial-type
IPR019906	Ribosomal protein L6, bacterial-type
IPR005061	Vacuolar protein sorting-associated protein Ist1
IPR018866	Zinc-finger domain of monoamine-oxidase A repressor R1
IPR028942	WHIM1 domain
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002156	Ribonuclease H domain
IPR002156	Ribonuclease H domain
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR003613	U box domain
IPR003613	U box domain
IPR000719	Protein kinase domain
IPR008778	Pirin, C-terminal domain
IPR003829	Pirin, N-terminal domain
IPR003774	Protein of unknown function UPF0301
IPR001251	CRAL-TRIO lipid binding domain
IPR011074	CRAL/TRIO, N-terminal domain
IPR001251	CRAL-TRIO lipid binding domain
IPR004240	Nonaspanin (TM9SF)


IPR001841	Zinc finger, RING-type
IPR002905	tRNA methyltransferase, Trm1
IPR002905	tRNA methyltransferase, Trm1
IPR002905	tRNA methyltransferase, Trm1
IPR003245	Phytocyanin domain
IPR003245	Phytocyanin domain
IPR000232	Heat shock factor (HSF)-type, DNA-binding
IPR000232	Heat shock factor (HSF)-type, DNA-binding
IPR000232	Heat shock factor (HSF)-type, DNA-binding
IPR000232	Heat shock factor (HSF)-type, DNA-binding
IPR014876	DEK, C-terminal
IPR003173	Transcriptional coactivator p15 (PC4)
IPR041569	AAA ATPase, AAA+ lid domain
IPR003959	ATPase, AAA-type, core
IPR004045	Glutathione S-transferase, N-terminal
IPR004045	Glutathione S-transferase, N-terminal
IPR010987	Glutathione S-transferase, C-terminal-like
IPR000559	Formate-tetrahydrofolate ligase, FTHFS
IPR013057	Amino acid transporter, transmembrane domain
IPR004853	Sugar phosphate transporter domain
IPR004696	Triose phosphate/phosphoenolpyruvate translocator



IPR002182	NB-ARC
IPR007612	LURP-one-related
IPR005512	PRONE domain
IPR005512	PRONE domain
IPR019013	Vacuolar ATPase assembly integral membrane protein Vma21
IPR006501	Pectinesterase inhibitor domain
IPR006501	Pectinesterase inhibitor domain
IPR002939	Chaperone DnaJ, C-terminal
IPR001623	DnaJ domain
IPR001305	Heat shock protein DnaJ, cysteine-rich domain
IPR001623	DnaJ domain
IPR001623	DnaJ domain
IPR001623	DnaJ domain
IPR001623	DnaJ domain
IPR001623	DnaJ domain
IPR001305	Heat shock protein DnaJ, cysteine-rich domain
IPR006941	Ribonuclease CAF1
IPR001025	Bromo adjacent homology (BAH) domain
IPR019787	Zinc finger, PHD-finger
IPR019787	Zinc finger, PHD-finger
IPR003959	ATPase, AAA-type, core
IPR001025	Bromo adjacent homology (BAH) domain
IPR041083	AAA lid domain
IPR012866	Protein of unknown function DUF1644
IPR009009	RlpA-like protein, double-psi beta-barrel domain
IPR007118	Expansin/Lol pI
IPR007118	Expansin/Lol pI
IPR007118	Expansin/Lol pI
IPR007118	Expansin/Lol pI
IPR007118	Expansin/Lol pI
IPR007118	Expansin/Lol pI
IPR007112	Expansin/pollen allergen, DPBB domain
IPR007117	Expansin, cellulose-binding-like domain
IPR002963	Expansin
IPR002963	Expansin
IPR002963	Expansin
IPR002963	Expansin
IPR002963	Expansin
IPR002963	Expansin
IPR002963	Expansin
IPR002963	Expansin
IPR002963	Expansin
IPR007117	Expansin, cellulose-binding-like domain
IPR041577	Reverse transcriptase/retrotransposon-derived protein, RNase H-like domain
IPR001757	P-type ATPase
IPR001757	P-type ATPase
IPR032630	P-type ATPase, C-terminal

IPR006539	P-type ATPase, subfamily IV



IPR032631	P-type ATPase, N-terminal

IPR025846	PMR5 N-terminal domain
IPR026057	PC-Esterase
IPR026147	Rab3 GTPase-activating protein catalytic subunit
IPR000047	Helix-turn-helix motif
IPR000047	Helix-turn-helix motif
IPR001356	Homeobox domain
IPR006712	HD-ZIP protein, N-terminal
IPR003106	Leucine zipper, homeobox-associated
IPR001356	Homeobox domain
IPR005135	Endonuclease/exonuclease/phosphatase
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR001932	PPM-type phosphatase domain
IPR001932	PPM-type phosphatase domain
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR000719	Protein kinase domain
IPR005031	Coenzyme Q-binding protein COQ10, START domain
IPR012990	Sec23/Sec24 beta-sandwich
IPR006900	Sec23/Sec24, helical domain
IPR006896	Sec23/Sec24, trunk domain
IPR006895	Zinc finger, Sec23/Sec24-type
IPR005150	Cellulose synthase
IPR001841	Zinc finger, RING-type
IPR027934	Cellulose synthase, RING-type zinc finger
IPR000070	Pectinesterase, catalytic
IPR006501	Pectinesterase inhibitor domain
IPR006501	Pectinesterase inhibitor domain
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR000719	Protein kinase domain
IPR000014	PAS domain
IPR000014	PAS domain
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR000014	PAS domain
IPR002495	Glycosyl transferase, family 8
IPR030395	Glycerophosphodiester phosphodiesterase domain
IPR030395	Glycerophosphodiester phosphodiesterase domain
IPR021467	Protein of unknown function DUF3119
IPR004541	Translation elongation factor EFTu/EF1A, bacterial/organelle
IPR000795	Transcription factor, GTP-binding domain
IPR000795	Transcription factor, GTP-binding domain
IPR000795	Transcription factor, GTP-binding domain
IPR000795	Transcription factor, GTP-binding domain
IPR000795	Transcription factor, GTP-binding domain
IPR000795	Transcription factor, GTP-binding domain
IPR000795	Transcription factor, GTP-binding domain
IPR005225	Small GTP-binding protein domain
IPR004160	Translation elongation factor EFTu/EF1A, C-terminal
IPR004161	Translation elongation factor EFTu-like, domain 2
IPR003729	Bifunctional nuclease domain
IPR003729	Bifunctional nuclease domain
IPR003676	Small auxin-up RNA
IPR000873	AMP-dependent synthetase/ligase
IPR013747	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III, C-terminal
IPR013601	FAE1/Type III polyketide synthase-like protein
IPR041577	Reverse transcriptase/retrotransposon-derived protein, RNase H-like domain
IPR006734	Protein of unknown function DUF597
IPR025422	Transcription factor TGA like domain
IPR025422	Transcription factor TGA like domain
IPR000717	Proteasome component (PCI) domain
IPR033464	CSN8/PSMD8/EIF3K
IPR040911	Exostosin, GT47 domain
IPR000996	Clathrin light chain
IPR023267	RNA (C5-cytosine) methyltransferase
IPR023267	RNA (C5-cytosine) methyltransferase
IPR023267	RNA (C5-cytosine) methyltransferase
IPR001678	SAM-dependent methyltransferase RsmB/NOP2-type
IPR002478	PUA domain
IPR001678	SAM-dependent methyltransferase RsmB/NOP2-type
IPR001678	SAM-dependent methyltransferase RsmB/NOP2-type
IPR002478	PUA domain
IPR024593	Domain of unknown function DUF3444
IPR032324	Clp1, N-terminal beta-sandwich domain
IPR032319	Polyribonucleotide 5'-hydroxyl-kinase Clp1, P-loop domain
IPR012442	Protein of unknown function DUF1645, plant
IPR005299	SAM dependent carboxyl methyltransferase
IPR001678	SAM-dependent methyltransferase RsmB/NOP2-type
IPR023267	RNA (C5-cytosine) methyltransferase
IPR023267	RNA (C5-cytosine) methyltransferase
IPR023267	RNA (C5-cytosine) methyltransferase
IPR001678	SAM-dependent methyltransferase RsmB/NOP2-type
IPR004041	NAF domain
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR018451	NAF/FISL domain
IPR025886	Phloem protein 2-like
IPR001810	F-box domain
IPR002067	Mitochondrial carrier protein
IPR002067	Mitochondrial carrier protein
IPR018108	Mitochondrial substrate/solute carrier
IPR018108	Mitochondrial substrate/solute carrier
IPR018108	Mitochondrial substrate/solute carrier
IPR018108	Mitochondrial substrate/solute carrier
IPR018108	Mitochondrial substrate/solute carrier
IPR018108	Mitochondrial substrate/solute carrier



IPR000014	PAS domain
IPR011498	Kelch repeat type 2
IPR001810	F-box domain
IPR000014	PAS domain
IPR000014	PAS domain
IPR010908	Longin domain
IPR001388	Synaptobrevin
IPR001388	Synaptobrevin
IPR001388	Synaptobrevin
IPR001388	Synaptobrevin
IPR010908	Longin domain
IPR042855	v-SNARE, coiled-coil homology domain
IPR000719	Protein kinase domain
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR006501	Pectinesterase inhibitor domain
IPR006501	Pectinesterase inhibitor domain
IPR000092	Polyprenyl synthetase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR004159	Putative S-adenosyl-L-methionine-dependent methyltransferase
IPR005202	Transcription factor GRAS
IPR005202	Transcription factor GRAS
IPR002068	Alpha crystallin/Hsp20 domain
IPR002068	Alpha crystallin/Hsp20 domain
IPR000425	Major intrinsic protein
IPR000425	Major intrinsic protein
IPR000425	Major intrinsic protein
IPR000425	Major intrinsic protein
IPR000425	Major intrinsic protein
IPR000425	Major intrinsic protein
IPR000425	Major intrinsic protein
IPR000425	Major intrinsic protein
IPR000182	GNAT domain
IPR000182	GNAT domain
IPR000668	Peptidase C1A, papain C-terminal
IPR000668	Peptidase C1A, papain C-terminal
IPR000668	Peptidase C1A, papain C-terminal
IPR000668	Peptidase C1A, papain C-terminal
IPR013201	Cathepsin propeptide inhibitor domain (I29)
IPR005135	Endonuclease/exonuclease/phosphatase
IPR000719	Protein kinase domain
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR013026	Tetratricopeptide repeat-containing domain
IPR002182	NB-ARC



IPR002068	Alpha crystallin/Hsp20 domain
IPR002068	Alpha crystallin/Hsp20 domain
IPR002028	Tryptophan synthase, alpha chain
IPR002028	Tryptophan synthase, alpha chain
IPR003676	Small auxin-up RNA
IPR023780	Chromo domain
IPR000953	Chromo/chromo shadow domain
IPR025124	Domain of unknown function DUF4050
IPR025124	Domain of unknown function DUF4050
IPR012946	X8 domain
IPR005513	Late embryogenesis abundant protein, LEA_1 subgroup
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR000719	Protein kinase domain
IPR001155	NADH:flavin oxidoreductase/NADH oxidase, N-terminal
IPR005491	ENT domain
IPR005491	ENT domain






IPR001806	Small GTPase
IPR005225	Small GTP-binding protein domain
IPR001810	F-box domain
IPR018392	LysM domain
IPR018392	LysM domain
IPR006948	Alliinase, C-terminal
IPR006153	Cation/H+ exchanger
IPR017930	Myb domain
IPR017877	Myb-like domain
IPR001005	SANT/Myb domain
IPR004841	Amino acid permease/ SLC12A domain
IPR018491	SLC12A transporter, C-terminal
IPR018491	SLC12A transporter, C-terminal
IPR004842	SLC12A transporter family
IPR004294	Carotenoid oxygenase
IPR025064	Domain of unknown function DUF4005
IPR000048	IQ motif, EF-hand binding site
IPR003689	Zinc/iron permease
IPR004324	Folate-biopterin transporter
IPR039309	Biopterin transporter family
IPR039309	Biopterin transporter family
IPR025322	Protein of unknown function DUF4228, plant
IPR001878	Zinc finger, CCHC-type
IPR001878	Zinc finger, CCHC-type
IPR006110	RNA polymerase, subunit omega/K/RPB6
IPR004140	Exocyst complex component Exo70
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR024977	Anaphase-promoting complex subunit 4, WD40 domain
IPR001680	WD40 repeat
IPR017986	WD40-repeat-containing domain
IPR001680	WD40 repeat
IPR010490	Conserved oligomeric Golgi complex subunit 6
IPR001515	Ribosomal protein L32e
IPR001841	Zinc finger, RING-type
IPR001841	Zinc finger, RING-type
IPR009400	TFIIH subunit TTDA/Tfb5
IPR026899	1,3-beta-glucan synthase subunit FKS1-like, domain-1
IPR003440	Glycosyl transferase, family 48
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR005123	Oxoglutarate/iron-dependent dioxygenase
IPR026992	Non-haem dioxygenase N-terminal domain
IPR005123	Oxoglutarate/iron-dependent dioxygenase
IPR001392	Clathrin adaptor, mu subunit
IPR001392	Clathrin adaptor, mu subunit
IPR001392	Clathrin adaptor, mu subunit
IPR028565	Mu homology domain
IPR028565	Mu homology domain
IPR004365	OB-fold nucleic acid binding domain, AA-tRNA synthetase-type
IPR002495	Glycosyl transferase, family 8
IPR002088	Protein prenyltransferase, alpha subunit
IPR002088	Protein prenyltransferase, alpha subunit
IPR002088	Protein prenyltransferase, alpha subunit
IPR002088	Protein prenyltransferase, alpha subunit
IPR002088	Protein prenyltransferase, alpha subunit
IPR002088	Protein prenyltransferase, alpha subunit
IPR002088	Protein prenyltransferase, alpha subunit
IPR002088	Protein prenyltransferase, alpha subunit
IPR002088	Protein prenyltransferase, alpha subunit
IPR011833	Glycogen/starch/alpha-glucan phosphorylase
IPR000811	Glycosyl transferase, family 35
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR001471	AP2/ERF domain
IPR001471	AP2/ERF domain
IPR001471	AP2/ERF domain
IPR001471	AP2/ERF domain
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR020422	Dual specificity protein phosphatase domain
IPR015275	Actin-fragmin kinase, catalytic domain
IPR000387	Tyrosine specific protein phosphatases domain
IPR000340	Dual specificity phosphatase, catalytic domain
IPR002081	Cryptochrome/DNA photolyase class 1
IPR002081	Cryptochrome/DNA photolyase class 1
IPR005101	Cryptochrome/DNA photolyase, FAD-binding domain
IPR014134	Cryptochrome, plant
IPR006050	DNA photolyase, N-terminal
IPR006050	DNA photolyase, N-terminal
IPR013057	Amino acid transporter, transmembrane domain
IPR001251	CRAL-TRIO lipid binding domain
IPR001251	CRAL-TRIO lipid binding domain
IPR041577	Reverse transcriptase/retrotransposon-derived protein, RNase H-like domain
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR005818	Linker histone H1/H5, domain H15
IPR005818	Linker histone H1/H5, domain H15
IPR017956	AT hook, DNA-binding motif
IPR017956	AT hook, DNA-binding motif
IPR005150	Cellulose synthase
IPR005150	Cellulose synthase
IPR009038	GOLD domain
IPR009038	GOLD domain
IPR001810	F-box domain
IPR001810	F-box domain
IPR015359	Phosphoinositide-specific phospholipase C, EF-hand-like domain
IPR001192	Phosphoinositide phospholipase C family
IPR001192	Phosphoinositide phospholipase C family
IPR001192	Phosphoinositide phospholipase C family
IPR001192	Phosphoinositide phospholipase C family
IPR001192	Phosphoinositide phospholipase C family
IPR001192	Phosphoinositide phospholipase C family
IPR001711	Phospholipase C, phosphatidylinositol-specific, Y domain
IPR000008	C2 domain
IPR000008	C2 domain
IPR001711	Phospholipase C, phosphatidylinositol-specific, Y domain

IPR000909	Phosphatidylinositol-specific phospholipase C, X domain
IPR000406	Rho protein GDP-dissociation inhibitor
IPR012946	X8 domain
IPR000490	Glycoside hydrolase family 17
IPR041175	VLRF1/Vms1
IPR041540	Vms1-associating treble clef domain
IPR020683	Ankyrin repeat-containing domain

IPR002110	Ankyrin repeat
IPR002867	IBR domain
IPR002867	IBR domain
IPR002156	Ribonuclease H domain
IPR001841	Zinc finger, RING-type

IPR040911	Exostosin, GT47 domain
IPR003854	Gibberellin regulated protein
IPR000070	Pectinesterase, catalytic
IPR028021	Katanin p80 subunit, C-terminal
IPR001680	WD40 repeat
IPR017986	WD40-repeat-containing domain
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR020472	G-protein beta WD-40 repeat
IPR020472	G-protein beta WD-40 repeat
IPR020472	G-protein beta WD-40 repeat
IPR004883	Lateral organ boundaries, LOB
IPR004883	Lateral organ boundaries, LOB
IPR002068	Alpha crystallin/Hsp20 domain
IPR002068	Alpha crystallin/Hsp20 domain
IPR013126	Heat shock protein 70 family





IPR013187	F-box associated domain, type 3
IPR017451	F-box associated interaction domain
IPR001810	F-box domain
IPR013187	F-box associated domain, type 3
IPR017451	F-box associated interaction domain
